Easting,Northing,Elevation,Distance (m),origin,
408363.5891,1420137.128,18.00053036,609.0512085,Maptiler terrain provider,
408364.5867,1420137.065,17.99026569,610.0512695,Maptiler terrain provider,
408365.5844,1420137.001,17.98000103,611.0513306,Maptiler terrain provider,
408366.5821,1420136.937,17.96973637,612.0514526,Maptiler terrain provider,
408367.5798,1420136.874,17.95947171,613.0515137,Maptiler terrain provider,
408368.5775,1420136.81,17.94920705,614.0516357,Maptiler terrain provider,
408369.5752,1420136.746,17.93894239,615.0516968,Maptiler terrain provider,
408370.5729,1420136.683,17.92867772,616.0517578,Maptiler terrain provider,
408371.5705,1420136.619,17.91841306,617.0518799,Maptiler terrain provider,
408372.5682,1420136.555,17.9081484,618.0519409,Maptiler terrain provider,
408373.5659,1420136.492,17.89788374,619.052002,Maptiler terrain provider,
408374.5636,1420136.428,17.88761908,620.052124,Maptiler terrain provider,
408375.5613,1420136.364,17.87735442,621.0521851,Maptiler terrain provider,
408376.559,1420136.301,17.86708976,622.0523071,Maptiler terrain provider,
408377.5567,1420136.237,17.85682509,623.0523682,Maptiler terrain provider,
408378.5543,1420136.173,17.84656043,624.0524292,Maptiler terrain provider,
408379.552,1420136.11,17.83629577,625.0525513,Maptiler terrain provider,
408380.5497,1420136.046,17.82603111,626.0526123,Maptiler terrain provider,
408381.5474,1420135.982,17.81576645,627.0526733,Maptiler terrain provider,
408382.5451,1420135.919,17.80550179,628.0527954,Maptiler terrain provider,
408383.5428,1420135.855,17.79523713,629.0528564,Maptiler terrain provider,
408384.5405,1420135.791,17.78497247,630.0529785,Maptiler terrain provider,
408385.5381,1420135.728,17.77470781,631.0530396,Maptiler terrain provider,
408386.5358,1420135.664,17.76444315,632.0531006,Maptiler terrain provider,
408387.5335,1420135.6,17.75417848,633.0532227,Maptiler terrain provider,
408388.5312,1420135.537,17.74391382,634.0532837,Maptiler terrain provider,
408389.5289,1420135.473,17.73364916,635.0533447,Maptiler terrain provider,
408390.5266,1420135.409,17.7233845,636.0534668,Maptiler terrain provider,
408391.5243,1420135.346,17.71311984,637.0535278,Maptiler terrain provider,
408392.5219,1420135.282,17.70285518,638.0536499,Maptiler terrain provider,
408393.5196,1420135.218,17.69259052,639.0537109,Maptiler terrain provider,
408394.5173,1420135.155,17.68232586,640.053772,Maptiler terrain provider,
408395.515,1420135.091,17.6720612,641.053894,Maptiler terrain provider,
408396.5127,1420135.028,17.66179654,642.0539551,Maptiler terrain provider,
408397.5104,1420134.964,17.65153188,643.0540161,Maptiler terrain provider,
408398.5081,1420134.9,17.64126722,644.0541382,Maptiler terrain provider,
408399.5058,1420134.837,17.63100256,645.0541992,Maptiler terrain provider,
408400.5034,1420134.773,17.6207379,646.0543213,Maptiler terrain provider,
408401.5011,1420134.709,17.61047324,647.0543823,Maptiler terrain provider,
408402.4988,1420134.646,17.60020858,648.0544434,Maptiler terrain provider,
408403.4965,1420134.582,17.58994392,649.0545654,Maptiler terrain provider,
408404.4942,1420134.518,17.57967926,650.0546265,Maptiler terrain provider,
408405.4919,1420134.455,17.5694146,651.0546875,Maptiler terrain provider,
408406.4896,1420134.391,17.55914994,652.0548096,Maptiler terrain provider,
408407.4872,1420134.327,17.54888528,653.0548706,Maptiler terrain provider,
408408.4849,1420134.264,17.53862062,654.0549927,Maptiler terrain provider,
408409.4826,1420134.2,17.52835596,655.0550537,Maptiler terrain provider,
408410.4803,1420134.136,17.5180913,656.0551147,Maptiler terrain provider,
408411.478,1420134.073,17.50782664,657.0552368,Maptiler terrain provider,
408412.4757,1420134.009,17.49756198,658.0552979,Maptiler terrain provider,
408413.4734,1420133.945,17.48729732,659.0553589,Maptiler terrain provider,
408414.471,1420133.882,17.47703266,660.055481,Maptiler terrain provider,
408415.4687,1420133.818,17.466768,661.055542,Maptiler terrain provider,
408416.4664,1420133.754,17.45650334,662.0556641,Maptiler terrain provider,
408417.4641,1420133.691,17.44623868,663.0557251,Maptiler terrain provider,
408418.4618,1420133.627,17.43597402,664.0557861,Maptiler terrain provider,
408419.4595,1420133.563,17.42570936,665.0559082,Maptiler terrain provider,
408420.4572,1420133.5,17.4154447,666.0559692,Maptiler terrain provider,
408421.4548,1420133.436,17.40518004,667.0560303,Maptiler terrain provider,
408422.4525,1420133.372,17.39491538,668.0561523,Maptiler terrain provider,
408423.4502,1420133.309,17.38465072,669.0562134,Maptiler terrain provider,
408424.4479,1420133.245,17.37438606,670.0563354,Maptiler terrain provider,
408425.4456,1420133.181,17.36412141,671.0563965,Maptiler terrain provider,
408426.4433,1420133.118,17.35385675,672.0564575,Maptiler terrain provider,
408427.441,1420133.054,17.34359209,673.0565796,Maptiler terrain provider,
408428.4387,1420132.99,17.33332743,674.0566406,Maptiler terrain provider,
408429.4363,1420132.927,17.32306277,675.0567627,Maptiler terrain provider,
408430.434,1420132.863,17.31279811,676.0568237,Maptiler terrain provider,
408431.4317,1420132.799,17.30253345,677.0568848,Maptiler terrain provider,
408432.4294,1420132.736,17.29226879,678.0570068,Maptiler terrain provider,
408433.4271,1420132.672,17.28200413,679.0570679,Maptiler terrain provider,
408434.4248,1420132.608,17.27173947,680.0571289,Maptiler terrain provider,
408435.4225,1420132.545,17.26147482,681.057251,Maptiler terrain provider,
408436.4201,1420132.481,17.25121016,682.057312,Maptiler terrain provider,
408437.4178,1420132.417,17.2409455,683.0574341,Maptiler terrain provider,
408438.4155,1420132.354,17.23068084,684.0574951,Maptiler terrain provider,
408439.4132,1420132.29,17.22041618,685.0575562,Maptiler terrain provider,
408440.4109,1420132.226,17.21015152,686.0576782,Maptiler terrain provider,
408441.4086,1420132.163,17.19988686,687.0577393,Maptiler terrain provider,
408442.4063,1420132.099,17.18962221,688.0578003,Maptiler terrain provider,
408443.4039,1420132.035,17.18113644,689.0579224,Maptiler terrain provider,
408444.4016,1420131.972,17.17611714,690.0579834,Maptiler terrain provider,
408445.3993,1420131.908,17.17109784,691.0581055,Maptiler terrain provider,
408446.397,1420131.844,17.16607854,692.0581665,Maptiler terrain provider,
408447.3947,1420131.781,17.16105924,693.0582275,Maptiler terrain provider,
408448.3924,1420131.717,17.15603993,694.0583496,Maptiler terrain provider,
408449.3901,1420131.653,17.15102063,695.0584106,Maptiler terrain provider,
408450.3877,1420131.59,17.14600133,696.0584717,Maptiler terrain provider,
408451.3854,1420131.526,17.14098203,697.0585938,Maptiler terrain provider,
408452.3831,1420131.462,17.13596273,698.0586548,Maptiler terrain provider,
408453.3808,1420131.399,17.13094343,699.0587769,Maptiler terrain provider,
408454.3785,1420131.335,17.12592413,700.0588379,Maptiler terrain provider,
408455.3762,1420131.271,17.12090482,701.0588989,Maptiler terrain provider,
408456.3739,1420131.208,17.11588552,702.059021,Maptiler terrain provider,
408457.3716,1420131.144,17.11086622,703.059082,Maptiler terrain provider,
408458.3692,1420131.08,17.10584692,704.0591431,Maptiler terrain provider,
408459.3669,1420131.017,17.10082762,705.0592651,Maptiler terrain provider,
408460.3646,1420130.953,17.09580832,706.0593262,Maptiler terrain provider,
408461.3623,1420130.889,17.09078902,707.0594482,Maptiler terrain provider,
408462.36,1420130.826,17.08576972,708.0595093,Maptiler terrain provider,
408463.3577,1420130.762,17.08075042,709.0595703,Maptiler terrain provider,
408464.3554,1420130.698,17.07573112,710.0596924,Maptiler terrain provider,
408465.353,1420130.635,17.07071182,711.0597534,Maptiler terrain provider,
408466.3507,1420130.571,17.06569251,712.0598145,Maptiler terrain provider,
408467.3484,1420130.507,17.06067321,713.0599365,Maptiler terrain provider,
408468.3461,1420130.444,17.05565391,714.0599976,Maptiler terrain provider,
408469.3438,1420130.38,17.05063461,715.0601196,Maptiler terrain provider,
408470.3415,1420130.316,17.04561531,716.0601807,Maptiler terrain provider,
408471.3392,1420130.253,17.04059601,717.0602417,Maptiler terrain provider,
408472.3368,1420130.189,17.03557671,718.0603638,Maptiler terrain provider,
408473.3345,1420130.125,17.03055741,719.0604248,Maptiler terrain provider,
408474.3322,1420130.062,17.02553811,720.0604858,Maptiler terrain provider,
408475.3299,1420129.998,17.02051881,721.0606079,Maptiler terrain provider,
408476.3276,1420129.934,17.01549951,722.0606689,Maptiler terrain provider,
408477.3253,1420129.871,17.01048021,723.060791,Maptiler terrain provider,
408478.323,1420129.807,17.00546091,724.0608521,Maptiler terrain provider,
408479.3207,1420129.743,17.00044161,725.0609131,Maptiler terrain provider,
408480.3183,1420129.68,16.99542231,726.0610352,Maptiler terrain provider,
408481.316,1420129.616,16.99040301,727.0610962,Maptiler terrain provider,
408482.3137,1420129.553,16.98538371,728.0611572,Maptiler terrain provider,
408483.3114,1420129.489,16.98036441,729.0612793,Maptiler terrain provider,
408484.3091,1420129.425,16.97534511,730.0613403,Maptiler terrain provider,
408485.3068,1420129.362,16.97032581,731.0614624,Maptiler terrain provider,
408486.3045,1420129.298,16.96530651,732.0615234,Maptiler terrain provider,
408487.3021,1420129.234,16.96028721,733.0615845,Maptiler terrain provider,
408488.2998,1420129.171,16.95526791,734.0617065,Maptiler terrain provider,
408489.2975,1420129.107,16.95024861,735.0617676,Maptiler terrain provider,
408490.2952,1420129.043,16.94522931,736.0618896,Maptiler terrain provider,
408491.2929,1420128.98,16.94021001,737.0619507,Maptiler terrain provider,
408492.2906,1420128.916,16.93519071,738.0620117,Maptiler terrain provider,
408493.2883,1420128.852,16.93017141,739.0621338,Maptiler terrain provider,
408494.2859,1420128.789,16.92515211,740.0621948,Maptiler terrain provider,
408495.2836,1420128.725,16.92013281,741.0622559,Maptiler terrain provider,
408496.2813,1420128.661,16.91511351,742.0623779,Maptiler terrain provider,
408497.279,1420128.598,16.91009421,743.062439,Maptiler terrain provider,
408498.2767,1420128.534,16.90507491,744.062561,Maptiler terrain provider,
408499.2744,1420128.47,16.90005561,745.0626221,Maptiler terrain provider,
408500.2721,1420128.407,16.89503631,746.0626831,Maptiler terrain provider,
408501.2698,1420128.343,16.89001701,747.0628052,Maptiler terrain provider,
408502.2674,1420128.279,16.88499771,748.0628662,Maptiler terrain provider,
408503.2651,1420128.216,16.87997841,749.0629272,Maptiler terrain provider,
408504.2628,1420128.152,16.87495911,750.0630493,Maptiler terrain provider,
408505.2605,1420128.088,16.86993982,751.0631104,Maptiler terrain provider,
408506.2582,1420128.025,16.86492052,752.0632324,Maptiler terrain provider,
408507.2559,1420127.961,16.85990122,753.0632935,Maptiler terrain provider,
408508.2536,1420127.897,16.85488192,754.0633545,Maptiler terrain provider,
408509.2512,1420127.834,16.84986262,755.0634766,Maptiler terrain provider,
408510.2489,1420127.77,16.84484332,756.0635376,Maptiler terrain provider,
408511.2466,1420127.706,16.83982402,757.0635986,Maptiler terrain provider,
408512.2443,1420127.643,16.83480472,758.0637207,Maptiler terrain provider,
408513.242,1420127.579,16.82978542,759.0637817,Maptiler terrain provider,
408514.2397,1420127.515,16.82476612,760.0639038,Maptiler terrain provider,
408515.2374,1420127.452,16.81974683,761.0639648,Maptiler terrain provider,
408516.235,1420127.388,16.81472753,762.0640259,Maptiler terrain provider,
408517.2327,1420127.324,16.80970823,763.0641479,Maptiler terrain provider,
408518.2304,1420127.261,16.80468893,764.064209,Maptiler terrain provider,
408519.2281,1420127.197,16.79966963,765.06427,Maptiler terrain provider,
408520.2258,1420127.133,16.79465033,766.0643921,Maptiler terrain provider,
408521.2235,1420127.07,16.78963103,767.0644531,Maptiler terrain provider,
408522.2212,1420127.006,16.78461173,768.0645752,Maptiler terrain provider,
408523.2188,1420126.942,16.77959244,769.0646362,Maptiler terrain provider,
408524.2165,1420126.879,16.77457314,770.0646973,Maptiler terrain provider,
408525.2142,1420126.815,16.76955384,771.0648193,Maptiler terrain provider,
408526.2119,1420126.751,16.76453454,772.0648804,Maptiler terrain provider,
408527.2096,1420126.688,16.75951524,773.0649414,Maptiler terrain provider,
408528.2073,1420126.624,16.75449594,774.0650635,Maptiler terrain provider,
408529.205,1420126.56,16.74947665,775.0651245,Maptiler terrain provider,
408530.2027,1420126.497,16.74445735,776.0652466,Maptiler terrain provider,
408531.2003,1420126.433,16.73943805,777.0653076,Maptiler terrain provider,
408532.198,1420126.369,16.73441875,778.0653687,Maptiler terrain provider,
408533.1957,1420126.306,16.72939945,779.0654907,Maptiler terrain provider,
408534.1934,1420126.242,16.72438015,780.0655518,Maptiler terrain provider,
408535.1911,1420126.178,16.71936086,781.0656128,Maptiler terrain provider,
408536.1888,1420126.115,16.71434156,782.0657349,Maptiler terrain provider,
408537.1865,1420126.051,16.70932226,783.0657959,Maptiler terrain provider,
408538.1841,1420125.987,16.70430296,784.065918,Maptiler terrain provider,
408539.1818,1420125.924,16.69928366,785.065979,Maptiler terrain provider,
408540.1795,1420125.86,16.69426437,786.06604,Maptiler terrain provider,
408541.1772,1420125.796,16.68924507,787.0661621,Maptiler terrain provider,
408542.1749,1420125.733,16.68422577,788.0662231,Maptiler terrain provider,
408543.1726,1420125.669,16.67920647,789.0662842,Maptiler terrain provider,
408544.1703,1420125.605,16.67418718,790.0664063,Maptiler terrain provider,
408545.1679,1420125.542,16.66916788,791.0664673,Maptiler terrain provider,
408546.1656,1420125.478,16.66414858,792.0665894,Maptiler terrain provider,
408547.1633,1420125.414,16.65912928,793.0666504,Maptiler terrain provider,
408548.161,1420125.351,16.65410999,794.0667114,Maptiler terrain provider,
408549.1587,1420125.287,16.64909069,795.0668335,Maptiler terrain provider,
408550.1564,1420125.223,16.64407139,796.0668945,Maptiler terrain provider,
408551.1541,1420125.16,16.63905209,797.0670166,Maptiler terrain provider,
408552.1518,1420125.096,16.6340328,798.0670776,Maptiler terrain provider,
408553.1494,1420125.032,16.6290135,799.0671387,Maptiler terrain provider,
408554.1471,1420124.969,16.6239942,800.0672607,Maptiler terrain provider,
408555.1448,1420124.905,16.6189749,801.0673218,Maptiler terrain provider,
408556.1425,1420124.841,16.61395561,802.0673828,Maptiler terrain provider,
408557.1402,1420124.778,16.60893631,803.0675049,Maptiler terrain provider,
408558.1379,1420124.714,16.60391701,804.0675659,Maptiler terrain provider,
408559.1356,1420124.65,16.59889772,805.067688,Maptiler terrain provider,
408560.1332,1420124.587,16.59387842,806.067749,Maptiler terrain provider,
408561.1309,1420124.523,16.58885912,807.0678101,Maptiler terrain provider,
408562.1286,1420124.459,16.58383982,808.0679321,Maptiler terrain provider,
408563.1263,1420124.396,16.57882053,809.0679932,Maptiler terrain provider,
408564.124,1420124.332,16.57380123,810.0680542,Maptiler terrain provider,
408565.1217,1420124.268,16.56878193,811.0681763,Maptiler terrain provider,
408566.1194,1420124.205,16.56376264,812.0682373,Maptiler terrain provider,
408567.1171,1420124.141,16.55874334,813.0683594,Maptiler terrain provider,
408568.1147,1420124.078,16.55372404,814.0684204,Maptiler terrain provider,
408569.1124,1420124.014,16.54870475,815.0684814,Maptiler terrain provider,
408570.1101,1420123.95,16.54368545,816.0686035,Maptiler terrain provider,
408571.1078,1420123.887,16.53866615,817.0686646,Maptiler terrain provider,
408572.1055,1420123.823,16.53364686,818.0687256,Maptiler terrain provider,
408573.1032,1420123.759,16.52862756,819.0688477,Maptiler terrain provider,
408574.1009,1420123.696,16.52360826,820.0689087,Maptiler terrain provider,
408575.0985,1420123.632,16.51858897,821.0690308,Maptiler terrain provider,
408576.0962,1420123.568,16.51356967,822.0690918,Maptiler terrain provider,
408577.0939,1420123.505,16.50855037,823.0691528,Maptiler terrain provider,
408578.0916,1420123.441,16.50353108,824.0692749,Maptiler terrain provider,
408579.0893,1420123.377,16.49851178,825.0693359,Maptiler terrain provider,
408580.087,1420123.314,16.49349248,826.069397,Maptiler terrain provider,
408581.0847,1420123.25,16.48847319,827.069519,Maptiler terrain provider,
408582.0823,1420123.186,16.48345389,828.0695801,Maptiler terrain provider,
408583.08,1420123.123,16.4784346,829.0697021,Maptiler terrain provider,
408584.0777,1420123.059,16.4734153,830.0697632,Maptiler terrain provider,
408585.0754,1420122.995,16.468396,831.0698242,Maptiler terrain provider,
408586.0731,1420122.932,16.46337671,832.0699463,Maptiler terrain provider,
408587.0708,1420122.868,16.45835741,833.0700073,Maptiler terrain provider,
408588.0685,1420122.804,16.45333812,834.0700684,Maptiler terrain provider,
408589.0662,1420122.741,16.44831882,835.0701904,Maptiler terrain provider,
408590.0638,1420122.677,16.44329952,836.0702515,Maptiler terrain provider,
408591.0615,1420122.613,16.43828023,837.0703735,Maptiler terrain provider,
408592.0592,1420122.55,16.43326093,838.0704346,Maptiler terrain provider,
408593.0569,1420122.486,16.42824164,839.0704956,Maptiler terrain provider,
408594.0546,1420122.422,16.42322234,840.0706177,Maptiler terrain provider,
408595.0523,1420122.359,16.41820305,841.0706787,Maptiler terrain provider,
408596.05,1420122.295,16.41318375,842.0707397,Maptiler terrain provider,
408597.0476,1420122.231,16.40816445,843.0708618,Maptiler terrain provider,
408598.0453,1420122.168,16.40314516,844.0709229,Maptiler terrain provider,
408599.043,1420122.104,16.39812586,845.0710449,Maptiler terrain provider,
408600.0407,1420122.04,16.39310657,846.071106,Maptiler terrain provider,
408601.0384,1420121.977,16.38808727,847.071167,Maptiler terrain provider,
408602.0361,1420121.913,16.38306798,848.0712891,Maptiler terrain provider,
408603.0338,1420121.849,16.37804868,849.0713501,Maptiler terrain provider,
408604.0314,1420121.786,16.37302939,850.0714111,Maptiler terrain provider,
408605.0291,1420121.722,16.36801009,851.0715332,Maptiler terrain provider,
408606.0268,1420121.658,16.3629908,852.0715942,Maptiler terrain provider,
408607.0245,1420121.595,16.3579715,853.0717163,Maptiler terrain provider,
408608.0222,1420121.531,16.3529522,854.0717773,Maptiler terrain provider,
408609.0199,1420121.467,16.34793291,855.0718384,Maptiler terrain provider,
408610.0176,1420121.404,16.34291361,856.0719604,Maptiler terrain provider,
408611.0153,1420121.34,16.33789432,857.0720215,Maptiler terrain provider,
408612.0129,1420121.276,16.33287502,858.0721436,Maptiler terrain provider,
408613.0106,1420121.213,16.32785573,859.0722046,Maptiler terrain provider,
408614.0083,1420121.149,16.32283643,860.0722656,Maptiler terrain provider,
408615.006,1420121.085,16.31781714,861.0723877,Maptiler terrain provider,
408616.0037,1420121.022,16.31279784,862.0724487,Maptiler terrain provider,
408617.0014,1420120.958,16.30777855,863.0725098,Maptiler terrain provider,
408617.9991,1420120.894,16.30275925,864.0726318,Maptiler terrain provider,
408618.9967,1420120.831,16.29773996,865.0726929,Maptiler terrain provider,
408619.9944,1420120.767,16.29272067,866.0728149,Maptiler terrain provider,
408620.9921,1420120.703,16.28770137,867.072876,Maptiler terrain provider,
408621.9898,1420120.64,16.28268208,868.072937,Maptiler terrain provider,
408622.9875,1420120.576,16.27766278,869.0730591,Maptiler terrain provider,
408623.9852,1420120.512,16.27264349,870.0731201,Maptiler terrain provider,
408624.9829,1420120.449,16.26762419,871.0731812,Maptiler terrain provider,
408625.9806,1420120.385,16.2626049,872.0733032,Maptiler terrain provider,
408626.9782,1420120.321,16.2575856,873.0733643,Maptiler terrain provider,
408627.9759,1420120.258,16.25256631,874.0734863,Maptiler terrain provider,
408628.9736,1420120.194,16.24754701,875.0735474,Maptiler terrain provider,
408629.9713,1420120.13,16.24252772,876.0736084,Maptiler terrain provider,
408630.969,1420120.067,16.23750843,877.0737305,Maptiler terrain provider,
408631.9667,1420120.003,16.23248913,878.0737915,Maptiler terrain provider,
408632.9644,1420119.939,16.22746984,879.0738525,Maptiler terrain provider,
408633.962,1420119.876,16.22245054,880.0739746,Maptiler terrain provider,
408634.9597,1420119.812,16.21743125,881.0740356,Maptiler terrain provider,
408635.9574,1420119.748,16.21241196,882.0741577,Maptiler terrain provider,
408636.9551,1420119.685,16.20739266,883.0742188,Maptiler terrain provider,
408637.9528,1420119.621,16.20237337,884.0742798,Maptiler terrain provider,
408638.9505,1420119.557,16.19735407,885.0744019,Maptiler terrain provider,
408639.9482,1420119.494,16.19233478,886.0744629,Maptiler terrain provider,
408640.9458,1420119.43,16.18731549,887.0745239,Maptiler terrain provider,
408641.9435,1420119.366,16.18229619,888.074646,Maptiler terrain provider,
408642.9412,1420119.303,16.1772769,889.074707,Maptiler terrain provider,
408643.9389,1420119.239,16.1722576,890.0748291,Maptiler terrain provider,
408644.9366,1420119.175,16.16723831,891.0748901,Maptiler terrain provider,
408645.9343,1420119.112,16.16221902,892.0749512,Maptiler terrain provider,
408646.932,1420119.048,16.15719972,893.0750732,Maptiler terrain provider,
408647.9297,1420118.984,16.15218043,894.0751343,Maptiler terrain provider,
408648.9273,1420118.921,16.14716114,895.0751953,Maptiler terrain provider,
408649.925,1420118.857,16.14214184,896.0753174,Maptiler terrain provider,
408650.9227,1420118.793,16.13712255,897.0753784,Maptiler terrain provider,
408651.9204,1420118.73,16.13210326,898.0755005,Maptiler terrain provider,
408652.9181,1420118.666,16.12708396,899.0755615,Maptiler terrain provider,
408653.9158,1420118.603,16.12206467,900.0756226,Maptiler terrain provider,
408654.9135,1420118.539,16.11704537,901.0757446,Maptiler terrain provider,
408655.9111,1420118.475,16.11202608,902.0758057,Maptiler terrain provider,
408656.9088,1420118.412,16.10700679,903.0758667,Maptiler terrain provider,
408657.9065,1420118.348,16.1019875,904.0759888,Maptiler terrain provider,
408658.9042,1420118.284,16.0969682,905.0760498,Maptiler terrain provider,
408659.9019,1420118.221,16.09194891,906.0761719,Maptiler terrain provider,
408660.8996,1420118.157,16.08692962,907.0762329,Maptiler terrain provider,
408661.8973,1420118.093,16.08191032,908.0762939,Maptiler terrain provider,
408662.895,1420118.03,16.07689103,909.076416,Maptiler terrain provider,
408663.8926,1420117.966,16.07187174,910.0764771,Maptiler terrain provider,
408664.8903,1420117.902,16.06685244,911.0765381,Maptiler terrain provider,
408665.888,1420117.839,16.06183315,912.0766602,Maptiler terrain provider,
408666.8857,1420117.775,16.05681386,913.0767212,Maptiler terrain provider,
408667.8834,1420117.711,16.05179456,914.0768433,Maptiler terrain provider,
408668.8811,1420117.648,16.04677527,915.0769043,Maptiler terrain provider,
408669.8788,1420117.584,16.04175598,916.0769653,Maptiler terrain provider,
408670.8764,1420117.52,16.03673669,917.0770874,Maptiler terrain provider,
408671.8741,1420117.457,16.03171739,918.0771484,Maptiler terrain provider,
408672.8718,1420117.393,16.0266981,919.0772705,Maptiler terrain provider,
408673.8695,1420117.329,16.02167881,920.0773315,Maptiler terrain provider,
408674.8672,1420117.266,16.01665952,921.0773926,Maptiler terrain provider,
408675.8649,1420117.202,16.01164022,922.0775146,Maptiler terrain provider,
408676.8626,1420117.138,16.00662093,923.0775757,Maptiler terrain provider,
408677.8603,1420117.075,16.00160164,924.0776367,Maptiler terrain provider,
408678.8579,1420117.011,15.99658235,925.0777588,Maptiler terrain provider,
408679.8556,1420116.947,15.99156305,926.0778198,Maptiler terrain provider,
408680.8533,1420116.884,15.98654376,927.0779419,Maptiler terrain provider,
408681.851,1420116.82,15.98152447,928.0780029,Maptiler terrain provider,
408682.8487,1420116.756,15.97650518,929.078064,Maptiler terrain provider,
408683.8464,1420116.693,15.97148588,930.078186,Maptiler terrain provider,
408684.8441,1420116.629,15.96646659,931.0782471,Maptiler terrain provider,
408685.8417,1420116.565,15.9614473,932.0783081,Maptiler terrain provider,
408686.8394,1420116.502,15.95642801,933.0784302,Maptiler terrain provider,
408687.8371,1420116.438,15.95140872,934.0784912,Maptiler terrain provider,
408688.8348,1420116.374,15.94638942,935.0786133,Maptiler terrain provider,
408689.8325,1420116.311,15.94137013,936.0786743,Maptiler terrain provider,
408690.8302,1420116.247,15.93635084,937.0787354,Maptiler terrain provider,
408691.8279,1420116.183,15.93133155,938.0788574,Maptiler terrain provider,
408692.8256,1420116.12,15.92631226,939.0789185,Maptiler terrain provider,
408693.8232,1420116.056,15.92129296,940.0789795,Maptiler terrain provider,
408694.8209,1420115.992,15.91627367,941.0791016,Maptiler terrain provider,
408695.8186,1420115.929,15.91125438,942.0791626,Maptiler terrain provider,
408696.8163,1420115.865,15.90623509,943.0792847,Maptiler terrain provider,
408697.814,1420115.801,15.9012158,944.0793457,Maptiler terrain provider,
408698.8117,1420115.738,15.89619651,945.0794067,Maptiler terrain provider,
408699.8094,1420115.674,15.89117721,946.0795288,Maptiler terrain provider,
408700.807,1420115.61,15.88615792,947.0795898,Maptiler terrain provider,
408701.8047,1420115.547,15.88113863,948.0796509,Maptiler terrain provider,
408702.8024,1420115.483,15.87611934,949.0797729,Maptiler terrain provider,
408703.8001,1420115.419,15.87110005,950.079834,Maptiler terrain provider,
408704.7978,1420115.356,15.86608076,951.0799561,Maptiler terrain provider,
408705.7955,1420115.292,15.86106147,952.0800171,Maptiler terrain provider,
408706.7932,1420115.228,15.85604217,953.0800781,Maptiler terrain provider,
408707.7908,1420115.165,15.85102288,954.0802002,Maptiler terrain provider,
408708.7885,1420115.101,15.84600359,955.0802612,Maptiler terrain provider,
408709.7862,1420115.037,15.8409843,956.0803223,Maptiler terrain provider,
408710.7839,1420114.974,15.83596501,957.0804443,Maptiler terrain provider,
408711.7816,1420114.91,15.83094572,958.0805054,Maptiler terrain provider,
408712.7793,1420114.846,15.82592643,959.0806274,Maptiler terrain provider,
408713.777,1420114.783,15.82090714,960.0806885,Maptiler terrain provider,
408714.7747,1420114.719,15.81588785,961.0807495,Maptiler terrain provider,
408715.7723,1420114.655,15.81086855,962.0808716,Maptiler terrain provider,
408716.77,1420114.592,15.80584926,963.0809326,Maptiler terrain provider,
408717.7677,1420114.528,15.80082997,964.0809937,Maptiler terrain provider,
408718.7654,1420114.464,15.79581068,965.0811157,Maptiler terrain provider,
408719.7631,1420114.401,15.79079139,966.0811768,Maptiler terrain provider,
408720.7608,1420114.337,15.7857721,967.0812988,Maptiler terrain provider,
408721.7585,1420114.273,15.78075281,968.0813599,Maptiler terrain provider,
408722.7561,1420114.21,15.77573352,969.0814209,Maptiler terrain provider,
408723.7538,1420114.146,15.77071423,970.081543,Maptiler terrain provider,
408724.7515,1420114.082,15.76569494,971.081604,Maptiler terrain provider,
408725.7492,1420114.019,15.76067565,972.081665,Maptiler terrain provider,
408726.7469,1420113.955,15.75565636,973.0817871,Maptiler terrain provider,
408727.7446,1420113.891,15.75063707,974.0818481,Maptiler terrain provider,
408728.7423,1420113.828,15.74561778,975.0819702,Maptiler terrain provider,
408729.74,1420113.764,15.74059849,976.0820313,Maptiler terrain provider,
408730.7376,1420113.7,15.7355792,977.0820923,Maptiler terrain provider,
408731.7353,1420113.637,15.7305599,978.0822144,Maptiler terrain provider,
408732.733,1420113.573,15.72554061,979.0822754,Maptiler terrain provider,
408733.7307,1420113.509,15.72052132,980.0823975,Maptiler terrain provider,
408734.7284,1420113.446,15.71550203,981.0824585,Maptiler terrain provider,
408735.7261,1420113.382,15.71048274,982.0825195,Maptiler terrain provider,
408736.7238,1420113.318,15.70546345,983.0826416,Maptiler terrain provider,
408737.7214,1420113.255,15.70044416,984.0827026,Maptiler terrain provider,
408738.7191,1420113.191,15.69542487,985.0827637,Maptiler terrain provider,
408739.7168,1420113.128,15.69040558,986.0828857,Maptiler terrain provider,
408740.7145,1420113.064,15.68538629,987.0829468,Maptiler terrain provider,
408741.7122,1420113,15.680367,988.0830688,Maptiler terrain provider,
408742.7099,1420112.937,15.67534771,989.0831299,Maptiler terrain provider,
408743.7076,1420112.873,15.67032842,990.0831909,Maptiler terrain provider,
408744.7053,1420112.809,15.66530913,991.083313,Maptiler terrain provider,
408745.7029,1420112.746,15.66028984,992.083374,Maptiler terrain provider,
408746.7006,1420112.682,15.65527055,993.0834351,Maptiler terrain provider,
408747.6983,1420112.618,15.65025127,994.0835571,Maptiler terrain provider,
408748.696,1420112.555,15.64523198,995.0836182,Maptiler terrain provider,
408749.6937,1420112.491,15.64021269,996.0837402,Maptiler terrain provider,
408750.6914,1420112.427,15.6351934,997.0838013,Maptiler terrain provider,
408751.6891,1420112.364,15.63017411,998.0838623,Maptiler terrain provider,
